sample	scheme	scheme_version	subtype	all_subtypes	tiles_matching_subtype	are_subtypes_consistent	inconsistent_subtypes	n_tiles_matching_all	n_tiles_matching_all_expected	n_tiles_matching_positive	n_tiles_matching_positive_expected	n_tiles_matching_subtype	n_tiles_matching_subtype_expected	file_path	qc_status	qc_message
SAL_CA1824AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4101230-2.1.2; 4035893-2.1.2; 600350-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 4327318-2.1.2; 1062011-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1824AA_AS.scaffold.fasta	PASS	
SAL_CA0133AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0133AA_AS.scaffold.fasta	PASS	
SAL_EA9205AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 3819645-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 3012157-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9205AA_AS.scaffold.fasta	PASS	
SAL_CA1819AA_AS	heidelberg	0.5.0	1.1	1; 1.1	1049933-1.1; 1193219-1.1; 4738855-1.1; 3278067-1.1; 2904061-1.1; 4579224-1.1; 4499501-1.1; 3867228-1.1; 2778621-1.1; 202001-1.1; 600783-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1819AA_AS.scaffold.fasta	PASS	
SAL_CA1374AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1374AA_AS.scaffold.fasta	PASS	
SAL_CA3121AA_AS	heidelberg	0.5.0	2.1.1.1.1	2; 2.1; 2.1.1; 2.1.1.1; 2.1.1.1.1	842143-2.1.1.1.1; 3233869-2.1.1.1.1; 4542157-2.1.1.1.1; 205838-2.1.1.1.1	True		202	202	22	22	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3121AA_AS.scaffold.fasta	PASS	
SAL_CA5155AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5155AA_AS.scaffold.fasta	PASS	
SAL_CA5206AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	1037658-2.2.2.2.1.4; 2154958-2.2.2.2.1.4; 3785187-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5206AA_AS.scaffold.fasta	PASS	
SAL_EA7032AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	2217680-2.2.2.2.1; 3827083-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA7032AA_AS.scaffold.fasta	PASS	
SAL_CA1793AA_AS	heidelberg	0.5.0	2.2.3.1	2; 2.2; 2.2.3; 2.2.3.1	1091342-2.2.3.1; 2482056-2.2.3.1; 848800-2.2.3.1	True		202	202	11	11	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1793AA_AS.scaffold.fasta	PASS	
SAL_EA4611AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	4120499-2.1.1.3; 2213229-2.1.1.3; 3742501-2.1.1.3; 2878560-2.1.1.3; 3011381-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4611AA_AS.scaffold.fasta	PASS	
SAL_CA1912AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 2422397-2.1.1; 3801966-2.1.1; 2283825-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1912AA_AS.scaffold.fasta	PASS	
SAL_EA4772AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2213229-2.1.1.3; 3742501-2.1.1.3; 4120499-2.1.1.3; 2878560-2.1.1.3; 3011381-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4772AA_AS.scaffold.fasta	PASS	
SAL_BA5394AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 3012157-2.2.2.2.3; 3819645-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5394AA_AS.scaffold.fasta	PASS	
SAL_CA5222AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	3827083-2.2.2.2.1; 2217680-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5222AA_AS.scaffold.fasta	PASS	
SAL_FA0582AA_AS	heidelberg	0.5.0	1.3	1; 1.3	92666-1.3; 4707754-1.3; 4472427-1.3; 3913221-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA0582AA_AS.scaffold.fasta	PASS	
SAL_CA1021AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	2045923-2.1.3; 4282538-2.1.3; 2963935-2.1.3; 64709-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1021AA_AS.scaffold.fasta	PASS	
SAL_FA1779AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	2606626-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1779AA_AS.scaffold.fasta	PASS	
SAL_CA5688AA_AS	heidelberg	0.5.0	2.1	2; 2.1	3802645-2.1; 862828-2.1; 4145957-2.1; 2785633-2.1; 3200083-2.1; 1976727-2.1; 2048364-2.1; 1276017-2.1; 1313808-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5688AA_AS.scaffold.fasta	PASS	
SAL_CA5255AA_AS	heidelberg	0.5.0	1.1	1; 1.1	1049933-1.1; 1193219-1.1; 3867228-1.1; 4738855-1.1; 2778621-1.1; 2904061-1.1; 3278067-1.1; 4579224-1.1; 4499501-1.1; 600783-1.1; 202001-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5255AA_AS.scaffold.fasta	PASS	
SAL_BA5727AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	2934077-2.2.2.2.1.3; 508759-2.2.2.2.1.3; 1052031-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5727AA_AS.scaffold.fasta	PASS	
SAL_EA5304AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 198398-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5304AA_AS.scaffold.fasta	PASS	
SAL_IA2550AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3267927-2.2.2.2.2.1; 239152-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 3586333-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA2550AA_AS.scaffold.fasta	PASS	
SAL_FA1862AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1862AA_AS.scaffold.fasta	PASS	
SAL_EA9229AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9229AA_AS.scaffold.fasta	PASS	
SAL_IA9918AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA9918AA_AS.scaffold.fasta	PASS	
SAL_BA3402AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3402AA_AS.scaffold.fasta	PASS	
SAL_FA4391AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3278067-1.1; 2778621-1.1; 4738855-1.1; 4579224-1.1; 4499501-1.1; 600783-1.1; 202001-1.1; 2904061-1.1; 1049933-1.1; 1193219-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA4391AA_AS.scaffold.fasta	PASS	
SAL_FA1770AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4101230-2.1.2; 4035893-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 4327318-2.1.2; 1062011-2.1.2; 600350-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1770AA_AS.scaffold.fasta	PASS	
SAL_CA5897AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	2741489-2.2.2.2.6; 1174327-2.2.2.2.6; 176708-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5897AA_AS.scaffold.fasta	PASS	
SAL_BA3116AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	3819645-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 3012157-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3116AA_AS.scaffold.fasta	PASS	
SAL_CA2813AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	2283825-2.1.1; 3408895-2.1.1; 3801966-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2813AA_AS.scaffold.fasta	PASS	
SAL_EA5365AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 908618-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5365AA_AS.scaffold.fasta	PASS	
SAL_EA4515AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	198398-2.2.2.1.1.1; 908618-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 167020-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4515AA_AS.scaffold.fasta	PASS	
SAL_EA5257AA_AS	heidelberg	0.5.0	2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1	3691258-2.2.2.1.1; 1037736-2.2.2.1.1; 3811523-2.2.2.1.1	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5257AA_AS.scaffold.fasta	PASS	
SAL_CA4988AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	176708-2.2.2.2.6; 2741489-2.2.2.2.6; 1174327-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4988AA_AS.scaffold.fasta	PASS	
SAL_EA9641AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4327318-2.1.2; 4101230-2.1.2; 4035893-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 1062011-2.1.2; 600350-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9641AA_AS.scaffold.fasta	PASS	
SAL_CA1675AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4101230-2.1.2; 4035893-2.1.2; 4327318-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 1062011-2.1.2; 600350-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1675AA_AS.scaffold.fasta	PASS	
SAL_EA4827AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 908618-2.2.2.1.1.1	True		201	202	19	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4827AA_AS.scaffold.fasta	PASS	
SAL_CA0683AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4327318-2.1.2; 4101230-2.1.2; 4035893-2.1.2; 1062011-2.1.2; 600350-2.1.2; 4215208-2.1.2; 4136928-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0683AA_AS.scaffold.fasta	PASS	
SAL_CA5029AA_AS	heidelberg	0.5.0	2.1	2; 2.1	862828-2.1; 4145957-2.1; 1276017-2.1; 1313808-2.1; 3802645-2.1; 2785633-2.1; 2048364-2.1; 1976727-2.1; 3200083-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5029AA_AS.scaffold.fasta	PASS	
SAL_CA1077AA_AS	heidelberg	0.5.0	1	1	3677767-1; 2531225-1	True		202	202	2	2	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1077AA_AS.scaffold.fasta	PASS	
SAL_CA5705AA_AS	heidelberg	0.5.0	2.1	2; 2.1	2048364-2.1; 1976727-2.1; 4145957-2.1; 3802645-2.1; 1276017-2.1; 1313808-2.1; 2785633-2.1; 3200083-2.1; 862828-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5705AA_AS.scaffold.fasta	PASS	
SAL_CA2462AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	3785187-2.2.2.2.1.4; 1037658-2.2.2.2.1.4; 2154958-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2462AA_AS.scaffold.fasta	PASS	
SAL_CA0905AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	2963935-2.1.3; 64709-2.1.3; 2045923-2.1.3; 4282538-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0905AA_AS.scaffold.fasta	PASS	
SAL_FA5554AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	3827083-2.2.2.2.1; 2217680-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA5554AA_AS.scaffold.fasta	PASS	
SAL_CA5891AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	2217680-2.2.2.2.1; 3827083-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5891AA_AS.scaffold.fasta	PASS	
SAL_CA5259AA_AS	heidelberg	0.5.0	1.1	1; 1.1	4579224-1.1; 4499501-1.1; 3867228-1.1; 202001-1.1; 600783-1.1; 1049933-1.1; 1193219-1.1; 4738855-1.1; 2778621-1.1; 3278067-1.1; 2904061-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5259AA_AS.scaffold.fasta	PASS	
SAL_CA2523AA_AS	heidelberg	0.5.0	2.2.3.1	2; 2.2; 2.2.3; 2.2.3.1	2482056-2.2.3.1; 1091342-2.2.3.1; 848800-2.2.3.1	True		202	202	11	11	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2523AA_AS.scaffold.fasta	PASS	
SAL_BA3418AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 908618-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3418AA_AS.scaffold.fasta	PASS	
SAL_FA4388AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3278067-1.1; 4738855-1.1; 4579224-1.1; 4499501-1.1; 202001-1.1; 600783-1.1; 1049933-1.1; 1193219-1.1; 2904061-1.1; 2778621-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA4388AA_AS.scaffold.fasta	PASS	
SAL_CA4991AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	64709-2.1.3; 4282538-2.1.3; 2963935-2.1.3; 2045923-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4991AA_AS.scaffold.fasta	PASS	
SAL_CA4931AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	176708-2.2.2.2.6; 2741489-2.2.2.2.6; 1174327-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4931AA_AS.scaffold.fasta	PASS	
SAL_CA5086AA_AS	heidelberg	0.5.0	1.1	1; 1.1	4738855-1.1; 3278067-1.1; 2778621-1.1; 2904061-1.1; 1049933-1.1; 1193219-1.1; 600783-1.1; 202001-1.1; 3867228-1.1; 4579224-1.1; 4499501-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5086AA_AS.scaffold.fasta	PASS	
SAL_CA4951AA_AS	heidelberg	0.5.0	1.1	1; 1.1	4738855-1.1; 202001-1.1; 2778621-1.1; 4499501-1.1; 4579224-1.1; 600783-1.1; 3867228-1.1; 1049933-1.1; 1193219-1.1; 3278067-1.1; 2904061-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4951AA_AS.scaffold.fasta	PASS	
SAL_EA9082AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 3012157-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 3819645-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9082AA_AS.scaffold.fasta	PASS	
SAL_CA5038AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	1534092-2.1.1.1; 1856421-2.1.1.1; 3305400-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5038AA_AS.scaffold.fasta	PASS	
SAL_EA4294AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 3819645-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 3012157-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4294AA_AS.scaffold.fasta	PASS	
SAL_CA5139AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1	True		201	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5139AA_AS.scaffold.fasta	PASS	
SAL_CA5761AA_AS	heidelberg	0.5.0	2.1	2; 2.1	2785633-2.1; 1976727-2.1; 2048364-2.1; 1313808-2.1; 1276017-2.1; 3200083-2.1; 4145957-2.1; 3802645-2.1; 862828-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5761AA_AS.scaffold.fasta	PASS	
SAL_EA5343AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2878560-2.1.1.3; 3011381-2.1.1.3; 4120499-2.1.1.3; 2213229-2.1.1.3; 3742501-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5343AA_AS.scaffold.fasta	PASS	
SAL_CA5376AA_AS	heidelberg	0.5.0	1.2	1; 1.2	4166216-1.2; 4642573-1.2; 2239956-1.2; 3113857-1.2; 3090898-1.2; 3082064-1.2	True		202	202	8	8	6	6	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5376AA_AS.scaffold.fasta	PASS	
SAL_EA5584AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	3819645-2.2.2.2.3; 2778422-2.2.2.2.3; 2805778-2.2.2.2.3; 3012157-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5584AA_AS.scaffold.fasta	PASS	
SAL_CA0964AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2693425-2.2.2.2.3; 2561007-2.2.2.2.3; 3012157-2.2.2.2.3; 2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 4540735-2.2.2.2.3; 4525936-2.2.2.2.3; 3819645-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0964AA_AS.scaffold.fasta	PASS	
SAL_CA4892AA_AS	heidelberg	0.5.0	2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1	2217680-2.2.2.2.1; 3827083-2.2.2.2.1	True		202	202	14	14	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4892AA_AS.scaffold.fasta	PASS	
SAL_FA1780AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	1603329-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1780AA_AS.scaffold.fasta	PASS	
SAL_FA1450AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2778621-1.1; 202001-1.1; 4738855-1.1; 3278067-1.1; 600783-1.1; 4579224-1.1; 4499501-1.1; 1049933-1.1; 3867228-1.1; 1193219-1.1; 2904061-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1450AA_AS.scaffold.fasta	PASS	
SAL_EA5808AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	4525936-2.2.2.2.3; 2805778-2.2.2.2.3; 3819645-2.2.2.2.3; 4540735-2.2.2.2.3; 3012157-2.2.2.2.3; 2693425-2.2.2.2.3; 2561007-2.2.2.2.3; 2778422-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5808AA_AS.scaffold.fasta	PASS	
