Assembly Barcode	Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_LA3092AA_AS	SAL_FA7663AA	CFSAN031244	SRR3622929;ILLUMINA;Paired;500;SRX1818245;482941908;222	SAL_FA7663AA	Poultry	Avian	chicken	2014	5			North America	United States	Oregon					-111.6	Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN03464889	SRS1480967	2016-06-03	2015-01-01	Assembled	101	270151	4774560	Salmonella enterica;100.0%	60	3386	3.41	SAL_LA3092AA_AS
SAL_MA0275AA_AS	SAL_FA9397AA	AZ-TG74372	SRR3223152;ILLUMINA;Paired;500;SRX1629897;482926276;238	SAL_FA9397AA	Poultry	Avian	Chicken Breast	2005				North America	United States	Georgia						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183847	SRP028894	SAMN02894042	SRS1337468	2016-06-30	2015-01-01	Assembled	101	694168	4771565	Salmonella enterica;100.0%	54	4156	3.41	SAL_MA0275AA_AS
SAL_MA0235AA_AS	SAL_FA9412AA	CVM-N19736	SRR3223093;ILLUMINA;Paired;500;SRX1629845;520289420;238	SAL_FA9412AA	Poultry	Avian	Chicken Breast	2008				North America	United States	California						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183847	SRP028894	SAMN04218169	SRS1337397	2016-06-30	2015-01-01	Assembled	101	289153	5108755	Salmonella enterica;89.83%	73	6306	3.41	SAL_MA0235AA_AS
SAL_MA7970AA_AS	SAL_GA9418AA	PNUSAS003787	SRR4273692;ILLUMINA;Paired;;SRX2179711;513443344;244	SAL_GA9418AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN05762645	SRS1704601	2016-09-21	2016-09-20	Assembled	101	291219	5041672	Salmonella enterica;72.03%	97	7983	3.51	SAL_MA7970AA_AS
SAL_MA9698AA_AS	SAL_GA9917AA	2016K-0712	SRR4295091;ILLUMINA;Paired;;SRX2190528;484508908;157	SAL_GA9917AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN05826133	SRS1713100	2016-09-27	2016-09-26	Assembled	101	423368	4774959	Salmonella enterica;92.68%	55	1158	3.51	SAL_MA9698AA_AS
SAL_OA1121AA_AS	SAL_HA4899AA	10-7623	SRR5053590;ILLUMINA;Paired;;SRX2374671;495271370;295	SAL_HA4899AA	Human	Human	Homo sapiens					North America	Canada							Heidelberg	I				National Microbiology Laboratory		PRJNA353625	SRP093623	SAMN06030067	SRS1818372	2016-11-25	2016-11-23	Assembled	101	249314	4884549	Salmonella enterica;98.12%	67	18792	3.51	SAL_OA1121AA_AS
SAL_PA2772AA_AS	SAL_HA7261AA	DTU2016_501_PRJ1050_Salmonella_heidelberg_SALRIVM381_14	ERR1759154;ILLUMINA;Paired;252;ERX1825668;503710800;150	SAL_HA7261AA	ND	ND		2014				Europe	Netherlands					52.1326	5.2913	Heidelberg (Predicted)	I				Technical University of Denmark - Centre for Genomic Epidemiology, National Food Institute		PRJEB18618	ERP020561	SAMEA26825668	ERS1473882	2016-12-16	2016-12-15	Assembled	101	298840	4969484	Salmonella enterica;100.0%	48	515	3.51	SAL_PA2772AA_AS
SAL_PA6314AA_AS	SAL_HA8670AA	FSIS1609326	SRR5125687;ILLUMINA;Paired;300;SRX2440136;486206910;147	SAL_HA8670AA	Poultry	Avian	Raw Intact Chicken	2016				North America	United States	Arkansas						Heidelberg	I				Department of Agriculture - Food Safety and Inspection Service (US)		PRJNA242847	SRP040648	SAMN06174670	SRS1874723	2016-12-28	2016-12-22	Assembled	101	694183	4769336	Salmonella enterica;100.0%	49	1977	3.51	SAL_PA6314AA_AS
SAL_QA1535AA_AS	SAL_IA2519AA	PNUSAS004053	SRR5210009;ILLUMINA;Paired;;SRX2523464;524002960;205	SAL_IA2519AA	ND	ND	stool; Age: 5-9	2016	8			North America	United States							Heidelberg					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06231054	SRS1945098	2017-01-28	2017-01-27	Assembled	101	382039	5158173	Salmonella enterica;69.1%	96	3531	3.61	SAL_QA1535AA_AS
SAL_QA5582AA_AS	SAL_IA6188AA	PNUSAS007180	SRR5238183;ILLUMINA;Paired;;SRX2545150;522050568;239	SAL_IA6188AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06293670	SRS1964055	2017-02-14	2017-02-08	Assembled	101	269740	5138418	Salmonella enterica;78.7%	94	6723	3.61	SAL_QA5582AA_AS
SAL_QA5459AA_AS	SAL_IA6311AA	PNUSAS007854	SRR5237982;ILLUMINA;Paired;;SRX2544952;519341760;224	SAL_IA6311AA	Environment	Soil/Dust						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06290385	SRS1963857	2017-02-14	2017-02-08	Assembled	101	369671	5103914	Salmonella enterica;84.54%	97	3302	3.61	SAL_QA5459AA_AS
SAL_QA5406AA_AS	SAL_IA6364AA	12-3458	SRR5236386;ILLUMINA;Paired;;SRX2543449;482855360;298	SAL_IA6364AA	Human	Human	Human stool	2012	5			North America	Canada	Quebec						Heidelberg	I				National Microbiology Laboratory		PRJNA369657	SRP099025	SAMN06278964	SRS1962582	2017-02-14	2017-02-06	Assembled	101	412096	4760981	Salmonella enterica;100.0%	45	2590	3.61	SAL_QA5406AA_AS
SAL_TA1899AA_AS	SAL_JA7956AA	345761	SRR5633085;ILLUMINA;Paired;;SRX2872936;511913620;97	SAL_JA7956AA	Food	ND	ND	2017	2			Europe	United Kingdom							Heidelberg	I				Public Health England		PRJNA248792	SRP042645	SAMN07180671	SRS2243058	2017-06-02	2017-06-01	Assembled	101	291546	5041726	Salmonella enterica;97.01%	69	531	3.61	SAL_TA1899AA_AS
SAL_TA4441AA_AS	SAL_JA9182AA	E2015010731	SRR5664167;ILLUMINA;Paired;500;SRX2899796;504763408;236	SAL_JA9182AA	Livestock	Bovine	Bovine Tissue composite	2015	5			North America	United States	Minnesota						Typhimurium					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA215333	SRP032981	SAMN06034013	SRS2267046	2017-06-15	2017-06-09	Assembled	101	382039	4966781	Salmonella enterica;75.01%	75	4549	3.61	SAL_TA4441AA_AS
SAL_TA7470AA_AS	SAL_KA2249AA	CFSAN001178	SRR5805861;ILLUMINA;Paired;500;SRX2985045;500529540;210,SRR5806460;ILLUMINA;Paired;500;SRX2985624;410690640;166,SRR5805705;ILLUMINA;Paired;500;SRX2984889;580587720;222,SRR5805845;ILLUMINA;Paired;500;SRX2985029;493508862;231,SRR5805848;ILLUMINA;Paired;500;SRX2985032;535154400;233,SRR5805849;ILLUMINA;Paired;500;SRX2985033;627049900;205,SRR5805862;ILLUMINA;Paired;500;SRX2985046;335442800;175,SRR5805864;ILLUMINA;Paired;500;SRX2985048;368730628;227,SRR5805858;ILLUMINA;Paired;500;SRX2985042;515974098;229,SRR5805855;ILLUMINA;Paired;500;SRX2985039;422393744;236,SRR5805856;ILLUMINA;Paired;500;SRX2985040;402182970;191,SRR5805854;ILLUMINA;Paired;500;SRX2985038;565952380;235,SRR5806466;ILLUMINA;Paired;500;SRX2985630;376025392;239,SRR5806438;ILLUMINA;Paired;500;SRX2985602;416605704;228,SRR5806439;ILLUMINA;Paired;500;SRX2985603;468992656;209,SRR5806434;ILLUMINA;Paired;500;SRX2985598;439527512;226,SRR5806450;ILLUMINA;Paired;500;SRX2985614;434650268;202,SRR5942478;ILLUMINA;Paired;500;SRX3101024;;,SRR5910642;ILLUMINA;Paired;500;SRX3071642;;,SRR5910647;ILLUMINA;Paired;500;SRX3071647;;,SRR5910649;ILLUMINA;Paired;500;SRX3071649;;,SRR5805846;ILLUMINA;Paired;500;SRX2985030;576174830;245,SRR5806427;ILLUMINA;Paired;500;SRX2985591;314822268;237,SRR5806422;ILLUMINA;Paired;500;SRX2985586;561226612;218,SRR5806418;ILLUMINA;Paired;500;SRX2985582;448876584;234,SRR5805847;ILLUMINA;Paired;500;SRX2985031;684557888;224,SRR5805604;ILLUMINA;Paired;500;SRX2984788;490446696;228,SRR5805605;ILLUMINA;Paired;500;SRX2984789;504418500;225	SAL_KA2249AA	Human	Human	stool; homo sapiens					North America	United States	Ohio						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA386310	SRP111119	SAMN07210938	SRS2337485	2017-07-06	2017-07-05	Assembled	101	362016	4927493	Salmonella enterica;100.0%	61	1539	3.61	SAL_TA7470AA_AS
SAL_XA2210AA_AS	SAL_MA7702AA	PNUSAS028083	SRR6317400;ILLUMINA;Paired;;SRX3417269;494084150;245	SAL_MA7702AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08045294	SRS2710009	2017-11-23	2017-11-22	Assembled	101	543838	4881822	Salmonella enterica;94.59%	49	6051	3.61	SAL_XA2210AA_AS
SAL_XA7664AA_AS	SAL_NA1151AA	PNUSAS027395	SRR6371564;ILLUMINA;Paired;;SRX3466887;486628142;143	SAL_NA1151AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08134098	SRS2754653	2017-12-13	2017-12-13	Assembled	101	291505	4804659	Salmonella enterica;100.0%	74	1489	3.61	SAL_XA7664AA_AS
SAL_YA0356AA_AS	SAL_NA3195AA	PNUSAS030331	SRR6425501;ILLUMINA;Paired;;SRX3517764;477628260;241	SAL_NA3195AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08199381	SRS2792682	2017-12-28	2017-12-27	Assembled	101	207477	4715786	Salmonella enterica;100.0%	52	5352	3.61	SAL_YA0356AA_AS
SAL_ZA8688AA_AS	SAL_OA4307AA	S17-15051	SRR6893095;ILLUMINA;Paired;;SRX3843285;;	SAL_OA4307AA				2017												Heidelberg	I				USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBL		PRJNA434427	SRP136393	SAMN08793517	SRS3088972	2018-03-27	2018-03-24	Assembled	101	282675	5051409	Salmonella enterica;86.43%	90	36146	4	SAL_ZA8688AA_AS
SAL_ZA8209AA_AS	SAL_OA4787AA	PNUSAS034126	SRR6881194;ILLUMINA;Paired;;SRX3833623;;	SAL_OA4787AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08774620	SRS3081254	2018-03-27	2018-03-22	Assembled	101	240198	4942509	Salmonella enterica;95.55%	71	11206	4	SAL_ZA8209AA_AS
SAL_ZA5842AA_AS	SAL_OA7293AA	FSIS31800274	SRR6902668;ILLUMINA;Paired;500;SRX3851510;;	SAL_OA7293AA	Poultry	Avian	Comminuted Turkey	2018				North America	United States	Arkansas						Heidelberg	I				United States Department of Agriculture, Food Safety and Inspection Service		PRJNA242847	SRP040648	SAMN08799039	SRS3095782	2018-03-27	2018-03-27	Assembled	101	140552	4865982	Salmonella enterica;95.36%	103	66704	4	SAL_ZA5842AA_AS
SAL_AB6626AA_AS	SAL_PA5285AA	FSIS31800391	SRR7126176;ILLUMINA;Paired;300;SRX4047195;;	SAL_PA5285AA	Poultry	Avian	comminuted chicken	2018				North America	United States	Mississippi						Heidelberg	I				United States Department of Agriculture, Food Safety and Inspection Service		PRJNA242847	SRP040648	SAMN09080772	SRS3264360	2018-05-08	2018-05-07	Assembled	101	412096	4762008	Salmonella enterica;100.0%	46	25102	4	SAL_AB6626AA_AS
SAL_BB2097AA_AS	SAL_QA0604AA	FSIS21821750	SRR7255309;ILLUMINA;Paired;300;SRX4159704;;	SAL_QA0604AA	Poultry	Avian	raw intact chicken	2018				North America	United States	Texas						Heidelberg	I				United States Department of Agriculture, Food Safety and Inspection Service		PRJNA242847	SRP040648	SAMN09322500	SRS3372082	2018-06-05	2018-06-04	Assembled	101	118584	4987976	Salmonella enterica;85.06%	101	54132	4	SAL_BB2097AA_AS
SAL_CB1777AA_AS	SAL_QA9832AA	265778	SRR7451149;ILLUMINA;Paired;;SRX4321658;;	SAL_QA9832AA	Human	Human	human; Homo sapiens	2016	6			Europe	United Kingdom							Salmonella Heidelberg	I				Public Health England		PRJNA248792	SRP042645	SAMN09516396	SRS3484125	2018-06-29	2018-06-29	Assembled	101	295758	4688672	Salmonella enterica;100.0%	63	8185	4	SAL_CB1777AA_AS
SAL_KA2787AA_AS	SAL_EA9141AA	WAPHL-SAL-A01064	SRR3116198;ILLUMINA;Paired;500;SRX1544092;479368044;243	SAL_EA9141AA	Poultry	Avian	Chicken Breast	2009				North America	United States	New Mexico						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183851	SRP028334	SAMN04217292	SRS1261558	2016-01-26	2015-01-01	Assembled	100	412096	4772237	Salmonella enterica;100.0%	44	5203	3.32	SAL_KA2787AA_AS
SAL_LA9670AA_AS	SAL_FA9657AA	ADRDL-NS 017	SRR3057214;ILLUMINA;Paired;500;SRX1503068;511813268;227	SAL_FA9657AA	Poultry	Avian	Meleagris; turkey feces	2015				North America	United States	Minnesota						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA280335	SRP059853	SAMN04240625	SRS1224123	2016-06-30	2015-01-01	Assembled	100	291733	5113861	Salmonella enterica;89.65%	69	2620	3.41	SAL_LA9670AA_AS
SAL_LA9661AA_AS	SAL_FA9666AA	ADRDL-NS008	SRR3057205;ILLUMINA;Paired;500;SRX1503059;479270022;231	SAL_FA9666AA	Poultry	Avian	Gallus gallus domesticus; chicken feces	2015				North America	United States	Minnesota						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA280335	SRP059853	SAMN04240615	SRS1224111	2016-06-30	2015-01-01	Assembled	100	693930	4776328	Salmonella enterica;97.3%	46	2401	3.41	SAL_LA9661AA_AS
SAL_LA5450AA_AS	SAL_GA4194AA	Gen_001783	SRR863393;ILLUMINA;Paired;;SRX283689;491981284;194	SAL_GA4194AA	Food	ND	ND	2013				North America	United States	California	Santa Clara County					Heidelberg					University of California Davis		PRJNA203445	SRP022914	SAMN02147122	SRS426892	2016-07-01	2013-05-21	Assembled	100	298840	4916057	Salmonella enterica;95.24%	78	4571	3.41	SAL_LA5450AA_AS
SAL_MA2705AA_AS	SAL_GA6358AA	CFSAN048091	SRR3993261;ILLUMINA;Paired;500;SRX1994386;479972640;196	SAL_GA6358AA	Environment	Water	creek water	2015	9			North America	United States	Virginia						Heidelberg (Predicted)					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA186035	SRP018785	SAMN04933493	SRS1596984	2016-08-03	2015-01-01	Assembled	100	298840	4792539	Salmonella enterica;100.0%	49	2470	3.51	SAL_MA2705AA_AS
SAL_OA4920AA_AS	SAL_HA3869AA	PNUSAS005151	SRR5023270;ILLUMINA;Paired;;SRX2349979;498260208;212	SAL_HA3869AA	ND	ND	TISSUE	2016	9			North America	United States							Heidelberg					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN06012646	SRS1800096	2016-11-16	2016-11-15	Assembled	100	382039	4961546	Salmonella enterica;88.86%	63	1666	3.51	SAL_OA4920AA_AS
SAL_SA8534AA_AS	SAL_JA4637AA	CVM 43803	SRR5573102;ILLUMINA;Paired;;SRX2831774;478508688;237	SAL_JA4637AA	Human	Human	human; clinical sample	2011				North America	United States							Heidelberg (Predicted)					Food and Drug Administration (US)		PRJNA242614	SRP076913	SAMN02911972	SRS2206799	2017-05-18	2017-05-17	Assembled	100	694160	4760872	Salmonella enterica;100.0%	38	2079	3.61	SAL_SA8534AA_AS
SAL_TA7526AA_AS	SAL_KA2229AA	PNUSAS016864	SRR5806491;ILLUMINA;Paired;;SRX2985655;509220108;243	SAL_KA2229AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07304652	SRS2338258	2017-07-06	2017-07-05	Assembled	100	301299	5056206	Salmonella enterica;82.2%	59	6606	3.61	SAL_TA7526AA_AS
SAL_WA5472AA_AS	SAL_MA3131AA	PSU_0164	SRR6219119;ILLUMINA;Paired;500;SRX3327838;496525436;242	SAL_MA3131AA	Human	Human	biological fluid or/and tissue; Homo sapiens	2012				North America	United States	Pennsylvania						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA357723	SRP106794	SAMN07571631	SRS2631204	2017-10-26	2017-10-25	Assembled	100	423302	4937737	Salmonella enterica;96.36%	78	3537	3.61	SAL_WA5472AA_AS
SAL_WA7614AA_AS	SAL_MA4785AA	FSIS11704604	SRR6250384;ILLUMINA;Paired;300;SRX3357328;475816152;148	SAL_MA4785AA	Poultry	Avian	animal-chicken-young chicken	2017				North America	United States	Texas						Heidelberg	I				Department of Agriculture - Food Safety and Inspection Service (US)		PRJNA292666	SRP062916	SAMN07968691	SRS2656411	2017-11-03	2017-11-02	Assembled	100	359579	4721272	Salmonella enterica;100.0%	44	1780	3.61	SAL_WA7614AA_AS
SAL_YA4890AA_AS	SAL_NA6237AA	FSIS21820985	SRR6502972;ILLUMINA;Paired;300;SRX3591661;519591600;150	SAL_NA6237AA	Poultry	Avian	Comminuted Turkey	2018				North America	United States	Wisconsin						Heidelberg	I				United States Department of Agriculture, Food Safety and Inspection Service		PRJNA242847	SRP040648	SAMN08384068	SRS2859790	2018-01-24	2018-01-24	Assembled	100	203736	5154860	Salmonella enterica;91.58%	95	6431	3.61	SAL_YA4890AA_AS
SAL_ZA8712AA_AS	SAL_OA4283AA	S18-15033	SRR6893071;ILLUMINA;Paired;;SRX3843309;;	SAL_OA4283AA				2017												Heidelberg	I				USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBL		PRJNA434427	SRP136393	SAMN08793563	SRS3089006	2018-03-27	2018-03-24	Assembled	100	192123	4964287	Salmonella enterica;84.53%	104	24848	4	SAL_ZA8712AA_AS
SAL_ZA6012AA_AS	SAL_OA7393AA	PNUSAS036876	SRR6902891;ILLUMINA;Paired;;SRX3851722;;	SAL_OA7393AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN08799945	SRS3095956	2018-03-27	2018-03-27	Assembled	100	319316	4842397	Salmonella enterica;90.24%	53	19702	4	SAL_ZA6012AA_AS
SAL_AB7438AA_AS	SAL_PA6081AA	PNUSAS034688	SRR7155949;ILLUMINA;Paired;;SRX4075177;;	SAL_PA6081AA								North America	United States												Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch		PRJNA230403	SRP040281	SAMN09199028	SRS3292395	2018-05-12	2018-05-11	Assembled	100	179715	4898408	Salmonella enterica;91.78%	96	28691	4	SAL_AB7438AA_AS
SAL_AB9081AA_AS	SAL_PA7651AA	FSIS11809897	SRR7183166;ILLUMINA;Paired;300;SRX4099946;;	SAL_PA7651AA	Poultry	Avian	comminuted chicken	2018				North America	United States	Georgia						Heidelberg	I				United States Department of Agriculture, Food Safety and Inspection Service		PRJNA242847	SRP040648	SAMN09225151	SRS3316091	2018-05-19	2018-05-18	Assembled	100	199191	4753681	Salmonella enterica;100.0%	69	43097	4	SAL_AB9081AA_AS
SAL_KA2140AA_AS	SAL_EA8574AA	NY-N19970	SRR3091414;ILLUMINA;Paired;500;SRX1521963;490022240;226	SAL_EA8574AA	Poultry	Avian	Chicken Breast	2009				North America	United States	California						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183850	SRP028607	SAMN04224276	SRS1239970	2016-01-08	2015-01-01	Assembled	99	428187	4912176	Salmonella enterica;98.04%	65	4832	3.32	SAL_KA2140AA_AS
SAL_KA6316AA_AS	SAL_FA2235AA	CVM-N19751	SRR3242327;ILLUMINA;Paired;500;SRX1643711;485914044;231	SAL_FA2235AA	Poultry	Avian	Ground Turkey	2008				North America	United States	Colorado						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183847	SRP028894	SAMN04218187	SRS1349702	2016-03-19	2015-01-01	Assembled	99	298840	4887214	Salmonella enterica;100.0%	67	5630	3.32	SAL_KA6316AA_AS
SAL_LA3441AA_AS	SAL_FA7908AA	WAPHL_SAL-A00751	SRR3663782;ILLUMINA;Paired;500;SRX1841373;482656966;241,SRR3663795;ILLUMINA;Paired;500;SRX1841641;482656966;241	SAL_FA7908AA	Poultry	Avian	ground turkey	2006				North America	United States	Minnesota						Heidelberg	I				Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA183851	SRP028334	SAMN03291580	SRS1500550	2016-06-15	2015-01-01	Assembled	99	178604	4873922	Salmonella enterica;98.49%	82	9274	3.41	SAL_LA3441AA_AS
SAL_LA9666AA_AS	SAL_FA9661AA	ADRDL-NS 013	SRR3057210;ILLUMINA;Paired;500;SRX1503064;481764822;231	SAL_FA9661AA	Poultry	Avian	Meleagris; turkey feces	2015				North America	United States	Minnesota						Heidelberg					Food and Drug Administration - Center for Food Safety and Applied Nutrition (US)		PRJNA280335	SRP059853	SAMN04240621	SRS1224121	2016-06-30	2015-01-01	Assembled	99	424502	4824053	Salmonella enterica;96.22%	63	3617	3.41	SAL_LA9666AA_AS
SAL_LA6697AA_AS	SAL_GA2886AA	CRJJGF_00025	SRR1686500;ILLUMINA;Paired;;SRX791378;471809088;96	SAL_GA2886AA	Livestock	Bovine	Ground Beef	2007				North America	United States							Heidelberg					Department of Agriculture (US)		PRJNA254816	SRP050382	SAMN02908532	SRS775292	2016-07-01	2015-12-01	Assembled	99	248743	4763061	Salmonella enterica;94.64%	56	517	3.41	SAL_LA6697AA_AS
SAL_LA6093AA_AS	SAL_GA3376AA	CFSAN005845	SRR1106561;ILLUMINA;Paired;250;SRX425367;471653028;99	SAL_GA3376AA	Poultry	Avian	Egg; Gallus gallus	2002												Heidelberg	I				University College Dublin - 100K Genome Project		PRJNA203445	SRP022914	SAMN02368070	SRS529022	2016-07-01	2015-07-22	Assembled	99	248747	4746162	Salmonella enterica;100.0%	52	1188	3.41	SAL_LA6093AA_AS
SAL_TA4824AA_AS	SAL_KA0224AA	PNUSAS015900	SRR5711982;ILLUMINA;Paired;;SRX2932587;501023468;226	SAL_KA0224AA	ND	ND						North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07224023	SRS2295294	2017-06-20	2017-06-19	Assembled	99	431189	5044070	Salmonella enterica;84.11%	71	2769	3.61	SAL_TA4824AA_AS
SAL_UA3063AA_AS	SAL_KA5821AA	PNUSAS017812	SRR5876831;ILLUMINA;Paired;;SRX3044333;505189020;245	SAL_KA5821AA								North America	United States							Heidelberg (Predicted)					Center for Diease Control and Prevention - Enteric Diseases Laboratory Branch (US)		PRJNA230403	SRP040281	SAMN07411105	SRS2392013	2017-07-28	2017-07-27	Assembled	99	235663	5055263	Salmonella enterica;84.91%	73	10936	3.61	SAL_UA3063AA_AS
